,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate
9116,2013020536_382,2013020536,382,15.0,12.0,Goal,Wrist Shot,69.0,-2.0,3,REGULAR,1175,25,2013-12-21 02:32:25,4,2,"Alex Ovechkin (29) Wrist Shot, assists: Nicklas Backstrom (33), Martin Erat (11)",69.0,-2.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9117,2012020573_137,2012020573,137,15.0,14.0,Goal,Tip-In,74.0,2.0,2,REGULAR,194,1006,2013-04-08 00:10:18,1,1,"Alex Ovechkin (24) Tip-In, assists: Jack Hillen (2), Nicklas Backstrom (34)",74.0,2.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9118,2012020573_347,2012020573,347,15.0,14.0,Goal,Wrist Shot,-70.0,7.0,3,REGULAR,1195,5,2013-04-08 01:38:57,2,4,"Alex Ovechkin (25) Wrist Shot, assists: Mike Ribeiro (26)",70.0,-7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9119,2013020218_147,2013020218,147,15.0,2.0,Goal,Snap Shot,51.0,21.0,2,REGULAR,261,939,2013-11-06 01:12:28,1,2,"Alex Ovechkin (11) Snap Shot, assists: Nicklas Backstrom (12)",51.0,21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9120,2013020218_214,2013020218,214,15.0,2.0,Goal,Snap Shot,52.0,20.0,2,REGULAR,1038,162,2013-11-06 01:40:28,2,5,"Alex Ovechkin (12) Snap Shot, assists: Marcus Johansson (11), Nicklas Backstrom (14)",52.0,20.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9121,2013021157_56,2013021157,56,15.0,1.0,Goal,Wrist Shot,-56.0,-4.0,1,REGULAR,612,588,2014-04-04 23:26:47,1,0,"Alex Ovechkin (49) Wrist Shot, assists: Mikhail Grabovski (22), Nicklas Backstrom (60)",56.0,4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9122,2013020698_206,2013020698,206,15.0,28.0,Goal,Slap Shot,72.0,36.0,2,REGULAR,764,436,2014-01-15 01:26:15,1,1,"Alex Ovechkin (33) Slap Shot, assists: Karl Alzner (9), Mikhail Grabovski (21)",72.0,36.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9123,2012020393_214,2012020393,214,15.0,12.0,Goal,Snap Shot,72.0,18.0,3,REGULAR,61,1139,2013-03-15 00:55:41,2,2,"Alex Ovechkin (10) Snap Shot, assists: Troy Brouwer (8), Nicklas Backstrom (19)",72.0,18.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9124,2013021205_14,2013021205,14,15.0,16.0,Goal,Slap Shot,-66.0,-34.0,1,REGULAR,124,1076,2014-04-11 23:13:25,0,1,"Alex Ovechkin (51) Slap Shot, assists: John Carlson (27), Nicklas Backstrom (61)",66.0,34.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9125,2013021081_22,2013021081,22,15.0,26.0,Goal,Slap Shot,-80.0,4.0,1,REGULAR,144,1056,2014-03-25 23:12:46,0,1,"Alex Ovechkin (47) Slap Shot, assists: John Carlson (22), Troy Brouwer (15)",80.0,-4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9126,2013021081_55,2013021081,55,15.0,26.0,Goal,Snap Shot,-61.0,-13.0,1,REGULAR,424,776,2014-03-25 23:23:20,0,2,"Alex Ovechkin (48) Snap Shot, assists: Troy Brouwer (16), Nicklas Backstrom (57)",61.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9127,2012020448_259,2012020448,259,15.0,52.0,Goal,Snap Shot,75.0,8.0,3,REGULAR,846,354,2013-03-22 02:16:47,3,0,"Alex Ovechkin (13) Snap Shot, assists: Nicklas Backstrom (22), John Carlson (9)",75.0,8.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9128,2013020337_124,2013020337,124,15.0,8.0,Goal,Wrist Shot,-86.0,-17.0,1,REGULAR,1177,23,2013-11-23 00:53:02,3,1,"Alex Ovechkin (18) Wrist Shot, assists: John Carlson (5), Troy Brouwer (2)",86.0,17.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9129,2013020337_326,2013020337,326,15.0,8.0,Goal,Deflected,-75.0,-2.0,3,REGULAR,747,453,2013-11-23 02:38:31,3,2,"Alex Ovechkin (19) Deflected, assists: John Carlson (6), Mikhail Grabovski (12)",75.0,2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9130,2013020892_294,2013020892,294,15.0,13.0,Goal,Snap Shot,69.0,9.0,3,REGULAR,943,257,2014-02-28 02:58:33,5,4,"Alex Ovechkin (41) Snap Shot, assists: Brooks Laich (6), Nicklas Backstrom (47)",69.0,9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9131,2013020799_22,2013020799,22,15.0,7.0,Goal,Slap Shot,-46.0,0.0,1,REGULAR,229,971,2014-01-29 00:45:09,1,0,"Alex Ovechkin (37) Slap Shot, assists: Nicklas Backstrom (39), Troy Brouwer (13)",46.0,0.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9132,2013020799_32,2013020799,32,15.0,7.0,Goal,Deflected,-71.0,-1.0,1,REGULAR,282,918,2014-01-29 00:47:41,2,0,"Alex Ovechkin (38) Deflected, assists: Mike Green (23), Marcus Johansson (26)",71.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9133,2013020002_49,2013020002,49,15.0,16.0,Goal,Wrist Shot,77.0,11.0,1,REGULAR,642,558,2013-10-02 00:51:58,1,1,"Alex Ovechkin (1) Wrist Shot, assists: Mikhail Grabovski (1), Nicklas Backstrom (1)",77.0,11.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9134,2012020343_169,2012020343,169,15.0,13.0,Goal,Slap Shot,62.0,8.0,2,REGULAR,557,643,2013-03-08 01:23:43,0,5,"Alex Ovechkin (9) Slap Shot, assists: Troy Brouwer (6), Mike Ribeiro (18)",62.0,8.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9135,2013020670_166,2013020670,166,15.0,10.0,Goal,Slap Shot,67.0,17.0,2,REGULAR,399,801,2014-01-11 01:17:23,0,1,"Alex Ovechkin (32) Slap Shot, assists: Mikhail Grabovski (20), Mike Green (19)",67.0,17.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9136,2012020250_136,2012020250,136,15.0,1.0,Goal,Wrist Shot,67.0,16.0,2,REGULAR,320,880,2013-02-23 18:07:36,0,1,"Alex Ovechkin (6) Wrist Shot, assists: Mike Ribeiro (14), Jason Chimera (7)",67.0,16.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9137,2012020250_222,2012020250,222,15.0,1.0,Goal,Snap Shot,-55.0,19.0,3,REGULAR,83,1117,2013-02-23 19:00:39,1,2,"Alex Ovechkin (7) Snap Shot, assists: Matt Hendricks (1), Jeff Schultz (3)",55.0,-19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9138,2012020250_284,2012020250,284,15.0,1.0,Goal,Slap Shot,-71.0,-3.0,3,REGULAR,913,287,2013-02-23 19:24:28,1,4,"Alex Ovechkin (8) Slap Shot, assists: Mike Ribeiro (15), Nicklas Backstrom (12)",71.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9139,2013020997_164,2013020997,164,15.0,23.0,Goal,Slap Shot,59.0,23.0,2,REGULAR,508,692,2014-03-15 00:17:30,1,2,"Alex Ovechkin (45) Slap Shot, assists: John Carlson (20), Evgeny Kuznetsov (1)",59.0,23.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9140,2013020386_353,2013020386,353,15.0,8.0,Goal,Wrist Shot,-77.0,7.0,5,SHOOTOUT,0,300,2013-11-30 00:52:53,2,2,Alex Ovechkin - Wrist Shot,-77.0,7.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9141,2013020459_63,2013020459,63,15.0,14.0,Goal,Snap Shot,-63.0,5.0,1,REGULAR,855,345,2013-12-11 00:34:08,3,1,"Alex Ovechkin (23) Snap Shot, assists: Nicklas Backstrom (22)",63.0,-5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9142,2013020459_190,2013020459,190,15.0,14.0,Goal,Wrist Shot,82.0,7.0,2,REGULAR,998,202,2013-12-11 01:33:56,4,3,"Alex Ovechkin (24) Wrist Shot, assists: Marcus Johansson (17), Nicklas Backstrom (23)",82.0,7.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9143,2013020459_201,2013020459,201,15.0,14.0,Goal,Slap Shot,57.0,21.0,2,REGULAR,1128,72,2013-12-11 01:38:18,4,4,"Alex Ovechkin (25) Slap Shot, assists: Mike Green (14), Nicklas Backstrom (24)",57.0,21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9144,2013020459_308,2013020459,308,15.0,14.0,Goal,Slap Shot,-55.0,-17.0,3,REGULAR,1167,33,2013-12-11 02:34:05,5,5,"Alex Ovechkin (26) Slap Shot, assists: John Carlson (7), Nicklas Backstrom (25)",55.0,17.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9145,2013020738_134,2013020738,134,15.0,3.0,Goal,Slap Shot,-69.0,-20.0,2,REGULAR,59,1141,2014-01-20 01:37:59,1,3,"Alex Ovechkin (35) Slap Shot, assists: Mike Green (21), Nicklas Backstrom (38)",69.0,20.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9146,2013020135_218,2013020135,218,15.0,52.0,Goal,Backhand,-82.0,-3.0,2,REGULAR,950,250,2013-10-23 01:42:47,2,2,"Alex Ovechkin (8) Backhand, assists: Marcus Johansson (7)",82.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9147,2013020135_231,2013020135,231,15.0,52.0,Goal,Wrist Shot,-61.0,-24.0,2,REGULAR,1082,118,2013-10-23 01:47:27,3,2,"Alex Ovechkin (9) Wrist Shot, assists: Marcus Johansson (8)",61.0,24.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9148,2012020454_142,2012020454,142,15.0,52.0,Goal,Snap Shot,-54.0,28.0,2,REGULAR,455,745,2013-03-23 00:22:40,4,0,"Alex Ovechkin (14) Snap Shot, assists: Marcus Johansson (4), Karl Alzner (3)",54.0,-28.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9149,2012020454_284,2012020454,284,15.0,52.0,Goal,Slap Shot,69.0,21.0,3,REGULAR,958,242,2013-03-23 01:28:46,6,1,"Alex Ovechkin (15) Slap Shot, assists: John Carlson (10), Nicklas Backstrom (23)",69.0,21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9150,2013020009_186,2013020009,186,15.0,20.0,Goal,Slap Shot,52.0,25.0,2,REGULAR,684,516,2013-10-04 00:36:07,4,2,"Alex Ovechkin (2) Slap Shot, assists: Mike Green (3), Marcus Johansson (2)",52.0,25.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9151,2013020009_212,2013020009,212,15.0,20.0,Goal,Slap Shot,54.0,-15.0,2,REGULAR,925,275,2013-10-04 00:45:51,4,3,"Alex Ovechkin (3) Slap Shot, assists: Marcus Johansson (3), Nicklas Backstrom (3)",54.0,-15.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9152,2013020009_386,2013020009,386,15.0,20.0,Goal,Backhand,-79.0,-4.0,5,SHOOTOUT,0,300,2013-10-04 02:04:07,4,4,Alex Ovechkin - Backhand,-79.0,-4.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9153,2013020118_285,2013020118,285,15.0,29.0,Goal,Slap Shot,-63.0,-21.0,3,REGULAR,394,806,2013-10-20 01:07:06,0,4,"Alex Ovechkin (7) Slap Shot, assists: Mike Green (5), Martin Erat (3)",63.0,21.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9154,2013021186_69,2013021186,69,15.0,19.0,Goal,Slap Shot,-69.0,-24.0,1,REGULAR,1074,126,2014-04-09 00:40:17,1,0,"Alex Ovechkin (50) Slap Shot, assists: John Carlson (25), Joel Ward (22)",69.0,24.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9155,2012020682_347,2012020682,347,15.0,52.0,Goal,Slap Shot,-43.0,4.0,3,REGULAR,1171,29,2013-04-24 01:40:16,3,5,"Alex Ovechkin (31) Slap Shot, assists: Nicklas Backstrom (40), Marcus Johansson (15)",43.0,-4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9156,2013020397_316,2013020397,316,15.0,2.0,Goal,Snap Shot,78.0,1.0,4,OVERTIME,127,173,2013-12-01 02:26:38,3,2,"Alex Ovechkin (21) Snap Shot, assists: Mikhail Grabovski (14), Nate Schmidt (4)",78.0,1.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9157,2013020290_223,2013020290,223,15.0,17.0,Goal,Wrist Shot,78.0,16.0,3,REGULAR,199,1001,2013-11-16 02:28:45,2,3,"Alex Ovechkin (15) Wrist Shot, assists: Marcus Johansson (15), Nicklas Backstrom (16)",78.0,16.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9158,2013020266_315,2013020266,315,15.0,29.0,Goal,Wrist Shot,-84.0,-7.0,4,OVERTIME,94,206,2013-11-13 02:34:54,3,4,"Alex Ovechkin (14) Wrist Shot, assists: Marcus Johansson (14), John Carlson (3)",-84.0,-7.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9159,2012020467_60,2012020467,60,15.0,3.0,Goal,Tip-In,76.0,0.0,1,REGULAR,585,615,2013-03-24 23:25:19,2,0,"Alex Ovechkin (16) Tip-In, assists: Steve Oleksy (5), Nicklas Backstrom (24)",76.0,0.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9160,2012020467_338,2012020467,338,15.0,3.0,Goal,Wrist Shot,83.0,-3.0,5,SHOOTOUT,0,300,2013-03-25 01:41:31,2,2,Alex Ovechkin - Wrist Shot,83.0,-3.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9161,2013020777_115,2013020777,115,15.0,8.0,Goal,Wrist Shot,-88.0,-7.0,2,REGULAR,106,1094,2014-01-26 01:09:14,1,0,"Alex Ovechkin (36) Wrist Shot, assists: Jason Chimera (15), Joel Ward (15)",88.0,7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9162,2013020614_117,2013020614,117,15.0,12.0,Goal,Snap Shot,62.0,-11.0,2,REGULAR,49,1151,2014-01-03 01:03:17,1,1,"Alex Ovechkin (31) Snap Shot, assists: Marcus Johansson (21), Karl Alzner (7)",62.0,-11.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9163,2013020304_45,2013020304,45,15.0,19.0,Goal,Slap Shot,-58.0,25.0,1,REGULAR,437,763,2013-11-17 23:20:50,0,1,"Alex Ovechkin (16) Slap Shot, assists: Nicklas Backstrom (17), Steve Oleksy (6)",58.0,-25.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9164,2013020304_70,2013020304,70,15.0,19.0,Goal,Backhand,-73.0,-8.0,1,REGULAR,754,446,2013-11-17 23:29:03,0,2,"Alex Ovechkin (17) Backhand, assists: Karl Alzner (4), Nicklas Backstrom (18)",73.0,8.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9165,2012020662_33,2012020662,33,15.0,8.0,Goal,Wrist Shot,77.0,19.0,1,REGULAR,289,911,2013-04-20 23:22:28,1,0,"Alex Ovechkin (29) Wrist Shot, assists: Nicklas Backstrom (39)",77.0,19.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9166,2012020662_303,2012020662,303,15.0,8.0,Goal,Slap Shot,70.0,30.0,3,REGULAR,803,397,2013-04-21 01:33:55,5,0,"Alex Ovechkin (30) Slap Shot, assists: Mike Green (11), Mike Ribeiro (34)",70.0,30.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9167,2013020233_33,2013020233,33,15.0,30.0,Goal,Slap Shot,-79.0,-13.0,1,REGULAR,490,710,2013-11-08 00:20:42,0,1,"Alex Ovechkin (13) Slap Shot, assists: Nicklas Backstrom (15), Marcus Johansson (12)",79.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9168,2012020162_210,2012020162,210,15.0,13.0,Goal,Slap Shot,-59.0,14.0,3,REGULAR,229,971,2013-02-10 01:59:09,0,4,"Alex Ovechkin (4) Slap Shot, assists: Jason Chimera (6), Mike Ribeiro (10)",59.0,-14.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9169,2012020614_111,2012020614,111,15.0,14.0,Goal,Backhand,-74.0,-1.0,1,REGULAR,1162,38,2013-04-13 23:44:03,0,3,"Alex Ovechkin (27) Backhand, assists: Nicklas Backstrom (38)",74.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9170,2012020695_254,2012020695,254,15.0,9.0,Goal,Backhand,-81.0,-1.0,3,REGULAR,511,689,2013-04-26 01:14:16,1,1,"Alex Ovechkin (32) Backhand, assists: Marcus Johansson (16), Mike Green (13)",81.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9171,2012020434_139,2012020434,139,15.0,5.0,Goal,Snap Shot,74.0,12.0,2,REGULAR,494,706,2013-03-20 00:45:39,1,0,"Alex Ovechkin (12) Snap Shot, assists: Troy Brouwer (10), Mike Ribeiro (22)",74.0,12.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9172,2012020585_167,2012020585,167,15.0,8.0,Goal,Wrist Shot,-37.0,-12.0,2,REGULAR,470,730,2013-04-10 00:49:26,1,1,"Alex Ovechkin (26) Wrist Shot, assists: John Carlson (14), Nicklas Backstrom (35)",37.0,12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9173,2012020420_7,2012020420,7,15.0,7.0,Goal,Wrist Shot,-53.0,18.0,1,REGULAR,19,1181,2013-03-17 23:11:20,0,1,"Alex Ovechkin (11) Wrist Shot, assists: Marcus Johansson (2), Nicklas Backstrom (20)",53.0,-18.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9174,2012020533_103,2012020533,103,15.0,12.0,Goal,Snap Shot,54.0,-15.0,1,REGULAR,1161,39,2013-04-02 23:43:02,1,2,"Alex Ovechkin (19) Snap Shot, assists: Nicklas Backstrom (26), John Carlson (13)",54.0,-15.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9175,2012020533_186,2012020533,186,15.0,12.0,Goal,Wrist Shot,-79.0,5.0,2,REGULAR,666,534,2013-04-03 00:30:58,4,3,"Alex Ovechkin (20) Wrist Shot, assists: Nicklas Backstrom (29), Marcus Johansson (8)",79.0,-5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9176,2013020028_28,2013020028,28,15.0,25.0,Goal,Snap Shot,81.0,20.0,1,REGULAR,266,934,2013-10-06 00:15:12,1,0,"Alex Ovechkin (4) Snap Shot, assists: Mike Green (4), Marcus Johansson (4)",81.0,20.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9177,2013020546_229,2013020546,229,15.0,1.0,Goal,Wrist Shot,-52.0,11.0,3,REGULAR,487,713,2013-12-22 02:01:27,2,4,"Alex Ovechkin (30) Wrist Shot, assists: Karl Alzner (6)",52.0,-11.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9178,2012020566_86,2012020566,86,15.0,13.0,Goal,Wrist Shot,76.0,6.0,1,REGULAR,945,255,2013-04-07 00:08:31,1,0,"Alex Ovechkin (21) Wrist Shot, assists: Mike Ribeiro (25), Nicklas Backstrom (31)",76.0,6.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9179,2012020566_115,2012020566,115,15.0,13.0,Goal,Wrist Shot,-79.0,17.0,2,REGULAR,144,1056,2013-04-07 00:37:47,3,0,"Alex Ovechkin (22) Wrist Shot, assists: Nicklas Backstrom (32), Marcus Johansson (11)",79.0,-17.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9180,2012020566_172,2012020566,172,15.0,13.0,Goal,Wrist Shot,-73.0,-11.0,2,REGULAR,862,338,2013-04-07 00:58:18,4,0,"Alex Ovechkin (23) Wrist Shot, assists: Marcus Johansson (12), Nicklas Backstrom (33)",73.0,11.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9181,2014020628_234,2014020628,234,15.0,21.0,Goal,Snap Shot,58.0,14.0,2,REGULAR,1066,134,2015-01-13 01:39:50,1,2,"Alex Ovechkin (22) Snap Shot, assists: Troy Brouwer (10), Nicklas Backstrom (29)",58.0,14.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9182,2014020335_167,2014020335,167,15.0,2.0,Goal,Wrist Shot,59.0,-21.0,2,REGULAR,593,607,2014-11-28 23:24:16,2,3,"Alex Ovechkin (12) Wrist Shot, assists: Tom Wilson (3), Nicklas Backstrom (17)",59.0,-21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9183,2014020863_97,2014020863,97,15.0,52.0,Goal,Wrist Shot,-71.0,-3.0,1,REGULAR,1115,85,2015-02-20 00:45:26,0,2,"Alex Ovechkin (38) Wrist Shot, assists: Karl Alzner (11), Matt Niskanen (17)",71.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9184,2014020848_118,2014020848,118,15.0,5.0,Goal,Backhand,-81.0,-5.0,1,REGULAR,1116,84,2015-02-18 00:42:55,1,0,"Alex Ovechkin (37) Backhand, assists: Joel Ward (11), Mike Green (30)",81.0,5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9185,2014020594_337,2014020594,337,15.0,10.0,Goal,Wrist Shot,49.0,29.0,3,REGULAR,1173,27,2015-01-08 02:43:12,6,2,"Alex Ovechkin (20) Wrist Shot, assists: none",49.0,29.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9186,2014020040_148,2014020040,148,15.0,28.0,Goal,Wrist Shot,59.0,3.0,2,REGULAR,429,771,2014-10-15 00:20:38,4,3,"Alex Ovechkin (3) Wrist Shot, assists: Nicklas Backstrom (3), Eric Fehr (1)",59.0,3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9187,2014020040_281,2014020040,281,15.0,28.0,Goal,Slap Shot,-59.0,-12.0,3,REGULAR,849,351,2014-10-15 01:30:05,5,4,"Alex Ovechkin (4) Slap Shot, assists: Nicklas Backstrom (4), John Carlson (4)",59.0,12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9188,2014021057_165,2014021057,165,15.0,30.0,Goal,Wrist Shot,-74.0,9.0,2,REGULAR,925,275,2015-03-20 01:27:57,1,0,"Alex Ovechkin (46) Wrist Shot, assists: Karl Alzner (15), Matt Niskanen (21)",74.0,-9.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9189,2014021057_210,2014021057,210,15.0,30.0,Goal,Snap Shot,55.0,-21.0,3,REGULAR,185,1015,2015-03-20 02:02:25,3,1,"Alex Ovechkin (47) Snap Shot, assists: Nicklas Backstrom (54)",55.0,-21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9190,2014020599_21,2014020599,21,15.0,4.0,Goal,Slap Shot,52.0,24.0,1,REGULAR,188,1012,2015-01-09 00:13:25,1,0,"Alex Ovechkin (21) Slap Shot, assists: Mike Green (18), Marcus Johansson (13)",52.0,24.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9191,2014020556_85,2014020556,85,15.0,16.0,Goal,Wrist Shot,76.0,3.0,1,REGULAR,718,482,2015-01-01 18:57:01,0,2,"Alex Ovechkin (18) Wrist Shot, assists: Mike Green (15), Jack Hillen (3)",-76.0,-3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9192,2014021000_84,2014021000,84,15.0,3.0,Goal,Slap Shot,-38.0,-16.0,1,REGULAR,703,497,2015-03-12 00:31:42,1,1,"Alex Ovechkin (45) Slap Shot, assists: Evgeny Kuznetsov (20), Joel Ward (13)",38.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9193,2014020685_13,2014020685,13,15.0,22.0,Goal,Slap Shot,-43.0,-18.0,1,REGULAR,108,1092,2015-01-21 00:10:23,0,1,"Alex Ovechkin (26) Slap Shot, assists: Andre Burakovsky (11), Mike Green (22)",43.0,18.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9194,2014020685_61,2014020685,61,15.0,22.0,Goal,Slap Shot,-60.0,-23.0,1,REGULAR,838,362,2015-01-21 00:30:59,0,2,"Alex Ovechkin (27) Slap Shot, assists: Mike Green (23), Marcus Johansson (14)",60.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9195,2014020286_297,2014020286,297,15.0,21.0,Goal,Wrist Shot,85.0,7.0,3,REGULAR,844,356,2014-11-21 04:13:35,3,2,"Alex Ovechkin (9) Wrist Shot, assists: Brooks Orpik (6), Nicklas Backstrom (13)",85.0,7.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9196,2014020324_92,2014020324,92,15.0,2.0,Goal,Slap Shot,66.0,15.0,1,REGULAR,826,374,2014-11-27 00:31:51,1,1,"Alex Ovechkin (10) Slap Shot, assists: Matt Niskanen (6), Nicklas Backstrom (15)",-66.0,-15.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9197,2014020324_232,2014020324,232,15.0,2.0,Goal,Snap Shot,-78.0,-9.0,2,REGULAR,1127,73,2014-11-27 01:33:47,2,2,"Alex Ovechkin (11) Snap Shot, assists: Nicklas Backstrom (16), Marcus Johansson (6)",-78.0,-9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9198,2014020709_35,2014020709,35,15.0,5.0,Goal,Tip-In,-76.0,-1.0,1,REGULAR,290,910,2015-01-29 01:18:07,0,1,"Alex Ovechkin (28) Tip-In, assists: Karl Alzner (9), Nicklas Backstrom (34)",76.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9199,2014020709_209,2014020709,209,15.0,5.0,Goal,Slap Shot,52.0,24.0,2,REGULAR,1039,161,2015-01-29 02:38:40,0,2,"Alex Ovechkin (29) Slap Shot, assists: Mike Green (24), Nicklas Backstrom (35)",52.0,24.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9200,2014020018_72,2014020018,72,15.0,6.0,Goal,Slap Shot,-73.0,-16.0,1,REGULAR,686,514,2014-10-11 23:29:21,1,0,"Alex Ovechkin (1) Slap Shot, assists: John Carlson (1), Nicklas Backstrom (1)",73.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9201,2014020018_101,2014020018,101,15.0,6.0,Goal,Wrist Shot,-73.0,-7.0,1,REGULAR,1119,81,2014-10-11 23:41:09,2,0,"Alex Ovechkin (2) Wrist Shot, assists: Nicklas Backstrom (2), Karl Alzner (1)",73.0,7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9202,2014020786_168,2014020786,168,15.0,4.0,Goal,Wrist Shot,71.0,18.0,2,REGULAR,809,391,2015-02-08 21:29:09,1,1,"Alex Ovechkin (33) Wrist Shot, assists: Evgeny Kuznetsov (17), Nicklas Backstrom (39)",71.0,18.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9203,2014020944_23,2014020944,23,15.0,29.0,Goal,Deflected,73.0,-8.0,1,REGULAR,217,983,2015-03-04 00:13:23,1,0,"Alex Ovechkin (42) Deflected, assists: Brooks Orpik (16), Nicklas Backstrom (48)",-73.0,8.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9204,2014020944_207,2014020944,207,15.0,29.0,Goal,Snap Shot,67.0,-3.0,3,REGULAR,197,1003,2015-03-04 02:09:38,4,2,"Alex Ovechkin (43) Snap Shot, assists: Nicklas Backstrom (49), John Carlson (35)",-67.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9205,2014021143_51,2014021143,51,15.0,12.0,Goal,Snap Shot,-54.0,-5.0,1,REGULAR,672,528,2015-03-31 23:23:37,0,2,"Alex Ovechkin (50) Snap Shot, assists: Evgeny Kuznetsov (23), Matt Niskanen (26)",54.0,5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
