,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
16133,2015020001_25,2015020001,25,8.0,10.0,Goal,Wrist Shot,63.0,-27.0,1,REGULAR,189,1011,2015-10-07 23:27:38,1,0,"Max Pacioretty (1) Wrist Shot, assists: P.K. Subban (1)",63.0,-27.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16134,2015020001_330,2015020001,330,8.0,10.0,Goal,Wrist Shot,52.0,4.0,3,REGULAR,1169,31,2015-10-08 01:55:21,3,1,"Max Pacioretty (2) Wrist Shot, assists: P.K. Subban (3), Brian Flynn (1)",52.0,4.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16168,2016020919_270,2016020919,270,8.0,1.0,Goal,Snap Shot,-84.0,17.0,3,REGULAR,517,683,2017-02-28 02:17:22,2,3,"Max Pacioretty (30) Snap Shot, assists: Nathan Beaulieu (20), Alexander Radulov (29)",84.0,-17.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
16169,2016020919_310,2016020919,310,8.0,1.0,Goal,Snap Shot,-57.0,17.0,3,REGULAR,1147,53,2017-02-28 02:34:33,3,3,"Max Pacioretty (31) Snap Shot, assists: Shea Weber (21), Alexander Radulov (30)",57.0,-17.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
16175,2015020306_312,2015020306,312,8.0,2.0,Goal,Wrist Shot,-56.0,-36.0,3,REGULAR,1191,9,2015-11-23 02:37:16,2,4,"Max Pacioretty (11) Wrist Shot, assists: Tomas Plekanec (13)",56.0,36.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16180,2016020688_204,2016020688,204,8.0,1.0,Goal,Snap Shot,-55.0,-10.0,3,REGULAR,263,937,2017-01-21 02:36:01,3,1,"Max Pacioretty (21) Snap Shot, assists: Alex Galchenyuk (16), Alexander Radulov (25)",55.0,10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
16204,2015020926_308,2015020926,308,8.0,10.0,Goal,Snap Shot,-64.0,27.0,3,REGULAR,383,817,2016-02-28 02:26:31,1,3,"Max Pacioretty (22) Snap Shot, assists: Andrei Markov (30), P.K. Subban (42)",64.0,-27.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16205,2015020926_319,2015020926,319,8.0,10.0,Goal,Wrist Shot,-75.0,0.0,3,REGULAR,487,713,2016-02-28 02:32:42,1,4,"Max Pacioretty (23) Wrist Shot, assists: Greg Pateryn (1), Tomas Plekanec (33)",75.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16234,2015021220_118,2015021220,118,8.0,14.0,Goal,Wrist Shot,61.0,-22.0,2,REGULAR,27,1173,2016-04-10 00:12:30,0,3,"Max Pacioretty (29) Wrist Shot, assists: Alex Galchenyuk (26), Andrei Markov (38)",61.0,-22.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16235,2015021220_307,2015021220,307,8.0,14.0,Goal,Wrist Shot,-55.0,23.0,3,REGULAR,1194,6,2016-04-10 01:49:00,2,5,"Max Pacioretty (30) Wrist Shot, assists: Brendan Gallagher (21)",55.0,-23.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16270,2013021153_93,2013021153,93,8.0,9.0,Goal,Backhand,-78.0,1.0,1,REGULAR,952,248,2014-04-04 23:47:06,3,3,"Max Pacioretty (36) Backhand, assists: Thomas Vanek (38), Mike Weaver (11)",78.0,-1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
16271,2013021153_205,2013021153,205,8.0,9.0,Goal,Wrist Shot,78.0,1.0,2,REGULAR,925,275,2014-04-05 00:44:53,5,3,"Max Pacioretty (37) Wrist Shot, assists: none",78.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
16272,2013021153_233,2013021153,233,8.0,9.0,Goal,Slap Shot,-64.0,4.0,3,REGULAR,69,1131,2014-04-05 01:15:00,6,3,"Max Pacioretty (38) Slap Shot, assists: David Desharnais (35), Thomas Vanek (39)",64.0,-4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
17925,2016020498_129,2016020498,129,8.0,30.0,Goal,Wrist Shot,63.0,-17.0,2,REGULAR,121,1079,2016-12-23 01:36:16,0,1,"Max Pacioretty (14) Wrist Shot, assists: Phillip Danault (8), Shea Weber (11)",63.0,-17.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
18085,2016020398_259,2016020398,259,8.0,1.0,Goal,Backhand,-75.0,10.0,3,REGULAR,45,1155,2016-12-09 02:53:07,1,4,"Max Pacioretty (8) Backhand, assists: none",75.0,-10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
18160,2015020596_100,2015020596,100,8.0,1.0,Goal,Tip-In,-73.0,10.0,1,REGULAR,1140,60,2016-01-07 00:50:00,0,1,"Max Pacioretty (17) Tip-In, assists: Tomas Plekanec (23), P.K. Subban (27)",73.0,-10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
18173,2015020085_129,2015020085,129,8.0,19.0,Goal,Wrist Shot,-73.0,6.0,1,REGULAR,1107,93,2015-10-21 00:12:00,0,1,"Max Pacioretty (5) Wrist Shot, assists: Tomas Plekanec (1), Brendan Gallagher (5)",73.0,-6.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
19860,2016020822_177,2016020822,177,8.0,19.0,Goal,Tip-In,81.0,1.0,2,REGULAR,775,425,2017-02-12 01:30:32,2,2,"Max Pacioretty (28) Tip-In, assists: Nathan Beaulieu (18), Greg Pateryn (5)",81.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
23201,2015020039_29,2015020039,29,8.0,5.0,Goal,Snap Shot,-46.0,9.0,1,REGULAR,346,854,2015-10-13 23:20:08,1,0,"Max Pacioretty (3) Snap Shot, assists: Brendan Gallagher (3), Andrei Markov (4)",46.0,-9.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
23202,2015020039_142,2015020039,142,8.0,5.0,Goal,Wrist Shot,59.0,-20.0,2,REGULAR,525,675,2015-10-14 00:19:58,2,1,"Max Pacioretty (4) Wrist Shot, assists: Jeff Petry (1), Nathan Beaulieu (1)",59.0,-20.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
23703,2014020616_91,2014020616,91,8.0,5.0,Goal,Wrist Shot,-61.0,21.0,1,REGULAR,1090,110,2015-01-11 00:47:31,0,1,"Max Pacioretty (18) Wrist Shot, assists: Andrei Markov (15)",61.0,-21.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
24338,2012020241_58,2012020241,58,8.0,2.0,Goal,Wrist Shot,-65.0,6.0,1,REGULAR,662,538,2013-02-22 01:00:07,0,2,"Max Pacioretty (3) Wrist Shot, assists: David Desharnais (5), P.K. Subban (4)",65.0,-6.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
24339,2012020241_159,2012020241,159,8.0,2.0,Goal,Wrist Shot,68.0,1.0,2,REGULAR,510,690,2013-02-22 01:50:19,1,3,"Max Pacioretty (4) Wrist Shot, assists: David Desharnais (6)",68.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20122013
25029,2013030217_206,2013030217,206,8.0,6.0,Goal,Snap Shot,67.0,-16.0,2,REGULAR,622,578,2014-05-15 00:27:32,2,0,"Max Pacioretty (3) Snap Shot, assists: David Desharnais (4), Brendan Gallagher (4)",67.0,-16.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
25720,2017020686_312,2017020686,312,8.0,2.0,Goal,Slap Shot,-75.0,-1.0,3,REGULAR,781,419,2018-01-16 03:06:15,4,4,"Max Pacioretty (12) Slap Shot, assists: Jeff Petry (14), Alex Galchenyuk (15)",75.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
25876,2013020344_130,2013020344,130,8.0,5.0,Goal,Wrist Shot,52.0,7.0,2,REGULAR,113,1087,2013-11-24 01:13:05,0,1,"Max Pacioretty (6) Wrist Shot, assists: none",52.0,7.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
25877,2013020344_239,2013020344,239,8.0,5.0,Goal,Wrist Shot,-66.0,20.0,3,REGULAR,145,1055,2013-11-24 02:12:09,0,3,"Max Pacioretty (7) Wrist Shot, assists: Raphael Diaz (8)",66.0,-20.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
26904,2012020662_310,2012020662,310,8.0,15.0,Goal,Wrist Shot,-79.0,-7.0,3,REGULAR,891,309,2013-04-21 01:36:15,5,1,"Max Pacioretty (13) Wrist Shot, assists: Tomas Plekanec (19), Josh Gorges (6)",79.0,7.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
27622,2016020771_250,2016020771,250,8.0,15.0,Goal,Wrist Shot,-80.0,3.0,3,REGULAR,469,731,2017-02-04 20:21:31,3,2,"Max Pacioretty (25) Wrist Shot, assists: Alexander Radulov (28)",80.0,-3.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
30475,2014030211_334,2014030211,334,8.0,14.0,Goal,Wrist Shot,-61.0,-21.0,3,REGULAR,887,313,2015-05-02 01:35:24,1,1,"Max Pacioretty (3) Wrist Shot, assists: P.K. Subban (4), Tom Gilbert (1)",61.0,21.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
30480,2014030216_293,2014030216,293,8.0,14.0,Goal,Wrist Shot,-71.0,-4.0,3,REGULAR,903,297,2015-05-13 02:08:45,1,3,"Max Pacioretty (5) Wrist Shot, assists: Brendan Gallagher (2)",71.0,4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
30737,2017020620_129,2017020620,129,8.0,14.0,Goal,Wrist Shot,68.0,-11.0,2,REGULAR,20,1180,2018-01-05 01:32:46,0,1,"Max Pacioretty (9) Wrist Shot, assists: none",68.0,-11.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20172018
30826,2014020586_210,2014020586,210,8.0,14.0,Goal,Wrist Shot,-66.0,0.0,3,REGULAR,301,899,2015-01-07 02:35:16,4,2,"Max Pacioretty (17) Wrist Shot, assists: Brendan Gallagher (11), Sergei Gonchar (9)",66.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
33368,2014020282_142,2014020282,142,8.0,19.0,Goal,Wrist Shot,69.0,-2.0,2,REGULAR,452,748,2014-11-21 01:44:50,1,2,"Max Pacioretty (9) Wrist Shot, assists: PA Parenteau (5), P.K. Subban (8)",69.0,-2.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
33369,2014020282_229,2014020282,229,8.0,19.0,Goal,Wrist Shot,-63.0,15.0,3,REGULAR,360,840,2014-11-21 02:33:40,1,3,"Max Pacioretty (10) Wrist Shot, assists: David Desharnais (9), Mike Weaver (4)",63.0,-15.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
33655,2017020706_136,2017020706,136,8.0,15.0,Goal,Wrist Shot,-64.0,-24.0,2,REGULAR,428,772,2018-01-20 01:45:54,1,0,"Max Pacioretty (13) Wrist Shot, assists: Jonathan Drouin (16), Brendan Gallagher (8)",64.0,24.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
33656,2017020706_300,2017020706,300,8.0,15.0,Goal,Wrist Shot,66.0,38.0,3,REGULAR,1122,78,2018-01-20 03:04:51,3,1,"Max Pacioretty (14) Wrist Shot, assists: Tomas Plekanec (13), Paul Byron (7)",66.0,38.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20172018
33958,2015020872_292,2015020872,292,8.0,4.0,Goal,Wrist Shot,-62.0,25.0,3,REGULAR,515,685,2016-02-20 02:45:41,2,2,"Max Pacioretty (21) Wrist Shot, assists: P.K. Subban (41), Dale Weise (11)",62.0,-25.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
34149,2016020414_36,2016020414,36,8.0,21.0,Goal,Wrist Shot,-68.0,-14.0,1,REGULAR,313,887,2016-12-11 00:24:14,0,2,"Max Pacioretty (9) Wrist Shot, assists: Tomas Plekanec (8)",68.0,14.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
34150,2016020414_57,2016020414,57,8.0,21.0,Goal,Tip-In,-79.0,2.0,1,REGULAR,493,707,2016-12-11 00:33:12,0,4,"Max Pacioretty (10) Tip-In, assists: Andrei Markov (17), Tomas Plekanec (9)",79.0,-2.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
34151,2016020414_189,2016020414,189,8.0,21.0,Goal,Wrist Shot,82.0,10.0,2,REGULAR,1113,87,2016-12-11 01:46:51,1,8,"Max Pacioretty (11) Wrist Shot, assists: Alexander Radulov (17), Tomas Plekanec (11)",82.0,10.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
34152,2016020414_237,2016020414,237,8.0,21.0,Goal,Wrist Shot,-82.0,-1.0,3,REGULAR,448,752,2016-12-11 02:20:51,1,10,"Max Pacioretty (12) Wrist Shot, assists: Torrey Mitchell (3), Zach Redmond (3)",82.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
35631,2017020006_111,2017020006,111,8.0,7.0,Goal,Snap Shot,-76.0,20.0,1,REGULAR,1076,124,2017-10-05 23:48:37,1,1,"Max Pacioretty (1) Snap Shot, assists: Jonathan Drouin (1), Brendan Gallagher (1)",76.0,-20.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
36318,2013020073_40,2013020073,40,8.0,23.0,Goal,Wrist Shot,82.0,-1.0,1,REGULAR,343,857,2013-10-13 02:19:58,1,0,"Max Pacioretty (2) Wrist Shot, assists: Francis Bouillon (1), Raphael Diaz (2)",82.0,-1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36322,2014020876_25,2014020876,25,8.0,29.0,Goal,Snap Shot,-69.0,25.0,1,REGULAR,149,1051,2015-02-22 00:19:41,0,1,"Max Pacioretty (28) Snap Shot, assists: Andrei Markov (27), Brendan Gallagher (18)",69.0,-25.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36323,2014020876_88,2014020876,88,8.0,29.0,Goal,Snap Shot,-61.0,21.0,1,REGULAR,783,417,2015-02-22 00:38:54,0,2,"Max Pacioretty (29) Snap Shot, assists: Nathan Beaulieu (6), David Desharnais (26)",61.0,-21.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36341,2014020840_294,2014020840,294,8.0,17.0,Goal,Slap Shot,44.0,37.0,3,REGULAR,1190,10,2015-02-17 03:11:57,2,0,"Max Pacioretty (26) Slap Shot, assists: Tomas Plekanec (23), P.K. Subban (29)",44.0,37.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36350,2015021105_276,2015021105,276,8.0,17.0,Goal,Wrist Shot,74.0,-22.0,3,REGULAR,470,730,2016-03-25 01:49:26,3,4,"Max Pacioretty (25) Wrist Shot, assists: Alex Galchenyuk (23), Joel Hanley (4)",74.0,-22.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36369,2015020202_368,2015020202,368,8.0,6.0,Goal,Wrist Shot,-75.0,-29.0,3,REGULAR,1152,48,2015-11-08 02:57:25,2,4,"Max Pacioretty (8) Wrist Shot, assists: Brendan Gallagher (8)",75.0,29.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36374,2016020485_249,2016020485,249,8.0,24.0,Goal,Wrist Shot,-68.0,12.0,3,REGULAR,532,668,2016-12-21 02:51:08,1,4,"Max Pacioretty (13) Wrist Shot, assists: Jeff Petry (9)",68.0,-12.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36380,2012020681_114,2012020681,114,8.0,1.0,Goal,Tip-In,77.0,1.0,2,REGULAR,393,807,2013-04-24 00:12:10,1,3,"Max Pacioretty (14) Tip-In, assists: Raphael Diaz (13), David Desharnais (18)",77.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20122013
36385,2013030216_224,2013030216,224,8.0,6.0,Goal,Wrist Shot,77.0,1.0,2,REGULAR,924,276,2014-05-13 01:07:02,0,2,"Max Pacioretty (2) Wrist Shot, assists: Nathan Beaulieu (1), Mike Weaver (3)",77.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36389,2014020532_307,2014020532,307,8.0,12.0,Goal,Snap Shot,81.0,40.0,3,REGULAR,1177,23,2014-12-30 02:34:06,3,1,"Max Pacioretty (14) Snap Shot, assists: Brandon Prust (8)",81.0,40.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36393,2014020235_193,2014020235,193,8.0,6.0,Goal,Snap Shot,66.0,9.0,2,REGULAR,897,303,2014-11-14 02:01:39,1,3,"Max Pacioretty (7) Snap Shot, assists: Dale Weise (5), Mike Weaver (3)",66.0,9.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36394,2014020235_249,2014020235,249,8.0,6.0,Goal,Tip-In,-81.0,-1.0,3,REGULAR,309,891,2014-11-14 02:35:42,1,4,"Max Pacioretty (8) Tip-In, assists: David Desharnais (7)",81.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36399,2015021207_190,2015021207,190,8.0,12.0,Goal,Snap Shot,-28.0,4.0,2,REGULAR,792,408,2016-04-08 00:26:00,2,2,"Max Pacioretty (28) Snap Shot, assists: Andrei Markov (37)",28.0,-4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36420,2015020712_378,2015020712,378,8.0,10.0,Goal,Wrist Shot,57.0,12.0,5,SHOOTOUT,0,300,2016-01-24 03:10:40,2,2,Max Pacioretty - Wrist Shot,57.0,12.0,,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36467,2013021083_252,2013021083,252,8.0,7.0,Goal,Wrist Shot,-84.0,-7.0,3,REGULAR,653,547,2014-03-26 01:46:59,0,1,"Max Pacioretty (32) Wrist Shot, assists: Thomas Vanek (34), David Desharnais (32)",84.0,7.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36469,2012020524_259,2012020524,259,8.0,12.0,Goal,Wrist Shot,-84.0,5.0,3,REGULAR,658,542,2013-04-02 01:49:44,1,3,"Max Pacioretty (10) Wrist Shot, assists: Francis Bouillon (7)",84.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
36470,2012020524_302,2012020524,302,8.0,12.0,Goal,Wrist Shot,-84.0,-2.0,3,REGULAR,1170,30,2013-04-02 02:06:51,1,4,"Max Pacioretty (11) Wrist Shot, assists: Brian Gionta (10), Tomas Plekanec (14)",84.0,2.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
36474,2014020791_280,2014020791,280,8.0,6.0,Goal,Wrist Shot,-68.0,1.0,3,REGULAR,56,1144,2015-02-09 02:43:21,2,0,"Max Pacioretty (24) Wrist Shot, assists: Dale Weise (13)",68.0,-1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36478,2013021112_80,2013021112,80,8.0,13.0,Goal,Wrist Shot,78.0,-3.0,1,REGULAR,1023,177,2014-03-29 00:00:00,2,0,"Max Pacioretty (34) Wrist Shot, assists: Alexei Emelin (12), Daniel Briere (12)",78.0,-3.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36479,2013021112_159,2013021112,159,8.0,13.0,Goal,Wrist Shot,-82.0,-5.0,2,REGULAR,840,360,2014-03-30 00:00:00,3,0,"Max Pacioretty (35) Wrist Shot, assists: David Desharnais (34), Thomas Vanek (37)",82.0,5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36483,2013020700_39,2013020700,39,8.0,1.0,Goal,Wrist Shot,-53.0,25.0,1,REGULAR,420,780,2014-01-15 00:49:44,0,1,"Max Pacioretty (20) Wrist Shot, assists: Josh Gorges (7)",53.0,-25.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36488,2013020493_316,2013020493,316,8.0,2.0,Goal,Tip-In,82.0,-1.0,4,OVERTIME,111,189,2013-12-15 02:46:04,1,0,"Max Pacioretty (12) Tip-In, assists: David Desharnais (8)",82.0,-1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36489,2012020433_234,2012020433,234,8.0,7.0,Goal,Wrist Shot,-70.0,0.0,3,REGULAR,424,776,2013-03-20 01:36:51,2,1,"Max Pacioretty (9) Wrist Shot, assists: Brendan Gallagher (9), Andrei Markov (14)",70.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
36494,2013020809_90,2013020809,90,8.0,6.0,Goal,Backhand,-77.0,-1.0,1,REGULAR,872,328,2014-01-31 00:34:50,2,0,"Max Pacioretty (23) Backhand, assists: Brendan Gallagher (13), David Desharnais (19)",77.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36499,2013020513_267,2013020513,267,8.0,27.0,Goal,Wrist Shot,-91.0,33.0,3,REGULAR,798,402,2013-12-18 02:53:09,1,2,"Max Pacioretty (13) Wrist Shot, assists: David Desharnais (10), P.K. Subban (22)",91.0,-33.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
36503,2014020727_335,2014020727,335,8.0,15.0,Goal,Tip-In,82.0,-5.0,4,OVERTIME,188,112,2015-01-31 20:37:56,0,1,"Max Pacioretty (23) Tip-In, assists: Tomas Plekanec (20), P.K. Subban (22)",82.0,-5.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36504,2014020712_297,2014020712,297,8.0,3.0,Goal,Slap Shot,48.0,-29.0,3,REGULAR,943,257,2015-01-30 02:34:23,1,0,"Max Pacioretty (22) Slap Shot, assists: Dale Weise (11), Alexei Emelin (11)",48.0,-29.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36505,2014020570_10,2014020570,10,8.0,5.0,Goal,Snap Shot,-75.0,10.0,1,REGULAR,150,1050,2015-01-04 00:17:36,1,0,"Max Pacioretty (16) Snap Shot, assists: Tom Gilbert (5), Alex Galchenyuk (17)",75.0,-10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
36510,2015020788_159,2015020788,159,8.0,12.0,Goal,Wrist Shot,62.0,-15.0,2,REGULAR,491,709,2016-02-07 20:46:20,1,1,"Max Pacioretty (20) Wrist Shot, assists: Andrei Markov (23), P.K. Subban (37)",62.0,-15.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36513,2016020745_91,2016020745,91,8.0,7.0,Goal,Wrist Shot,-74.0,-8.0,1,REGULAR,1047,153,2017-02-01 01:09:35,0,1,"Max Pacioretty (22) Wrist Shot, assists: Alexander Radulov (26), Phillip Danault (16)",74.0,8.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36514,2016020745_160,2016020745,160,8.0,7.0,Goal,Snap Shot,67.0,10.0,2,REGULAR,468,732,2017-02-01 01:46:05,0,2,"Max Pacioretty (23) Snap Shot, assists: Alexander Radulov (27), Phillip Danault (17)",67.0,10.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36515,2016020745_242,2016020745,242,8.0,7.0,Goal,Wrist Shot,-80.0,5.0,3,REGULAR,204,996,2017-02-01 02:31:42,0,5,"Max Pacioretty (24) Wrist Shot, assists: none",80.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36520,2015020282_207,2015020282,207,8.0,53.0,Goal,Backhand,64.0,7.0,2,REGULAR,959,241,2015-11-20 02:08:27,3,1,"Max Pacioretty (10) Backhand, assists: Brendan Gallagher (10), Tomas Plekanec (11)",64.0,7.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36525,2015020545_68,2015020545,68,8.0,13.0,Goal,Wrist Shot,66.0,-1.0,1,REGULAR,759,441,2015-12-30 01:01:38,1,0,"Max Pacioretty (15) Wrist Shot, assists: P.K. Subban (25), Alex Galchenyuk (17)",66.0,-1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
36529,2016020570_323,2016020570,323,8.0,18.0,Goal,Wrist Shot,74.0,14.0,4,OVERTIME,270,30,2017-01-04 03:46:12,2,1,"Max Pacioretty (16) Wrist Shot, assists: Alexander Radulov (20), Nathan Beaulieu (9)",74.0,14.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36532,2016020234_11,2016020234,11,8.0,13.0,Goal,Wrist Shot,-58.0,14.0,1,REGULAR,132,1068,2016-11-16 00:40:51,0,1,"Max Pacioretty (4) Wrist Shot, assists: Nathan Beaulieu (5), David Desharnais (3)",58.0,-14.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36539,2016020594_7,2016020594,7,8.0,10.0,Goal,Wrist Shot,63.0,0.0,1,REGULAR,20,1180,2017-01-08 00:13:55,1,0,"Max Pacioretty (19) Wrist Shot, assists: Alexander Radulov (21), Shea Weber (15)",63.0,0.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36547,2016020040_9,2016020040,9,8.0,5.0,Goal,Wrist Shot,-63.0,-8.0,1,REGULAR,23,1177,2016-10-18 23:53:25,0,1,"Max Pacioretty (1) Wrist Shot, assists: Jeff Petry (1)",63.0,8.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
36551,2015020360_301,2015020360,301,8.0,29.0,Goal,Wrist Shot,-70.0,-7.0,3,REGULAR,1071,129,2015-12-02 03:00:31,1,2,"Max Pacioretty (13) Wrist Shot, assists: Dale Weise (6), P.K. Subban (20)",70.0,7.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
