"","player_id","firstName","lastName","nationality","birthCity","primaryPosition","birthDate","link","s20122013","s20132014","s20142015","s20152016","s20162017","s20172018"
"468",8474618,"Marco","Scandella","CAN","Montreal","D","1990-02-23","/api/v1/people/8474618",37,37,37,37,37,19
"469",8470216,"Josh","Harding","CAN","Regina","G","1984-06-18","/api/v1/people/8470216",37,37,0,0,0,0
"470",8475745,"Charlie","Coyle","USA","E. Weymouth","C","1992-03-02","/api/v1/people/8475745",37,37,37,37,37,37
"471",8464989,"Matt","Cullen","USA","Virginia","C","1976-11-02","/api/v1/people/8464989",37,34,34,17,17,37
"472",8473404,"Niklas","Backstrom","FIN","Helsinki","G","1978-02-13","/api/v1/people/8473404",37,37,37,21,0,0
"473",8475798,"Mikael","Granlund","FIN","Oulu","RW","1992-02-26","/api/v1/people/8475798",37,37,37,37,37,37
"474",8469542,"Stephane","Veilleux","CAN","Beauceville","LW","1981-11-16","/api/v1/people/8469542",37,37,37,0,0,0
"475",8471352,"Jake","Dowell","USA","Eau Claire","C","1985-03-04","/api/v1/people/8471352",37,37,0,0,0,0
"476",8475757,"Brett","Bulmer","CAN","Prince George","RW","1992-04-26","/api/v1/people/8475757",0,37,0,37,0,0
"477",8470074,"Jeff","Deslauriers","CAN","St-Jean-Richelieu","G","1984-05-15","/api/v1/people/8470074",0,0,0,0,0,0
"478",8474077,"Carson","McMillan","CAN","Brandon","RW","1988-09-10","/api/v1/people/8474077",0,37,0,0,0,0
"479",8471885,"Chad","Rau","USA","Eden Prairie","C","1987-01-18","/api/v1/people/8471885",0,0,0,0,0,0
"480",8476856,"Matt","Dumba","CAN","Regina","D","1994-07-25","/api/v1/people/8476856",0,37,37,37,37,37
"481",8475311,"Darcy","Kuemper","CAN","Saskatoon","G","1990-05-05","/api/v1/people/8475311",37,37,37,37,37,14
"482",8476481,"Zack","Phillips","CAN","Fredericton","C","1992-10-28","/api/v1/people/8476481",0,0,0,0,0,0
"483",8476235,"Justin","Fontaine","CAN","Bonnyville","RW","1987-11-06","/api/v1/people/8476235",0,37,37,37,0,0
"484",8473445,"Kyle","Medvec","USA","Westminster","D","1988-06-16","/api/v1/people/8473445",0,0,0,0,0,0
"485",8473618,"Mathieu","Perreault","CAN","Drummondville","C","1988-01-05","/api/v1/people/8473618",24,32,35,35,35,35
"486",8469639,"Brooks","Laich","CAN","Wawota","C","1983-06-23","/api/v1/people/8469639",24,24,24,24,0,14
"487",8459429,"Jason","Arnott","CAN","Collingwood","C","1974-10-11","/api/v1/people/8459429",0,0,0,0,0,0
"488",8474590,"John","Carlson","USA","Natick","D","1990-01-10","/api/v1/people/8474590",24,24,24,24,24,24
"489",8471242,"Mike","Green","CAN","Calgary","D","1985-10-12","/api/v1/people/8471242",24,24,24,12,12,12
"490",8471240,"Jeff","Schultz","CAN","Calgary","D","1986-02-25","/api/v1/people/8471240",24,14,14,14,0,0
"491",8464979,"Marco","Sturm","DEU","Dingolfing","LW","1978-09-08","/api/v1/people/8464979",0,0,0,0,0,0
"492",8468611,"Matt","Hendricks","USA","Blaine","LW","1981-06-17","/api/v1/people/8468611",24,34,25,25,25,35
"493",8466158,"Scott","Hannan","CAN","Richmond","D","1979-01-23","/api/v1/people/8466158",34,29,29,0,0,0
"494",8467365,"John","Erskine","CAN","Kingston","D","1980-06-26","/api/v1/people/8467365",24,24,0,0,0,0
"495",8470159,"Boyd","Gordon","CAN","Unity","C","1983-10-19","/api/v1/people/8470159",28,25,25,28,16,0
"496",8473991,"Karl","Alzner","CAN","Burnaby","D","1988-09-24","/api/v1/people/8473991",24,24,24,24,24,1
"497",8470120,"Alexander","Semin","RUS","Krasnojarsk","RW","1984-03-03","/api/v1/people/8470120",26,26,26,1,0,0
"498",8469770,"Dennis","Wideman","CAN","Kitchener","D","1983-03-20","/api/v1/people/8469770",21,21,21,21,21,0
"499",8468846,"Tyler","Sloan","CAN","Calgary","D","1981-03-15","/api/v1/people/8468846",0,0,0,0,0,0
"500",8465059,"Matt","Bradley","CAN","Stittsville","RW","1978-06-13","/api/v1/people/8465059",0,0,0,0,0,0
"501",8473913,"Sean","Collins","USA","Troy","D","1983-10-30","/api/v1/people/8473913",0,0,0,0,0,0
"502",8473911,"Steven","Pinizzotto","CAN","Mississauga","RW","1984-04-26","/api/v1/people/8473911",20,25,25,0,0,0
"503",8471214,"Alex","Ovechkin","RUS","Moscow","LW","1985-09-17","/api/v1/people/8471214",24,24,24,24,24,24
"504",8474651,"Braden","Holtby","CAN","Lloydminster","G","1989-09-16","/api/v1/people/8474651",24,24,24,24,24,24
"505",8473563,"Nicklas","Backstrom","SWE","Gävle","C","1987-11-23","/api/v1/people/8473563",24,24,24,24,24,24
"506",8471780,"Patrick","McNeill","CAN","Strathroy","D","1987-03-17","/api/v1/people/8471780",0,0,0,0,0,0
"507",8470294,"DJ","King","CAN","Meadow Lake","LW","1984-06-27","/api/v1/people/8470294",0,0,0,0,0,0
"508",8474291,"Jay","Beagle","CAN","Calgary","C","1985-10-16","/api/v1/people/8474291",24,24,24,24,24,24
"509",8473607,"Michal","Neuvirth","CZE","Ústí nad Labem","G","1988-03-23","/api/v1/people/8473607",24,24,22,16,16,16
"510",8458590,"Mike","Knuble","USA","Toronto","RW","1972-07-04","/api/v1/people/8458590",16,0,0,0,0,0
"511",8466251,"Jason","Chimera","CAN","Edmonton","LW","1979-05-02","/api/v1/people/8466251",24,24,24,24,22,32
"512",8470611,"Eric","Fehr","CAN","Winkler","C","1985-09-07","/api/v1/people/8470611",24,24,24,17,17,29
"513",8475149,"Marcus","Johansson","SWE","Landskrona","LW","1990-10-06","/api/v1/people/8475149",24,24,24,24,24,23
"514",8473936,"Kirk","MacDonald","CAN","Victoria","LW","1983-12-18","/api/v1/people/8473936",0,0,0,0,0,0
"515",8475683,"Sergei","Bobrovsky","RUS","Novokuznetsk","G","1988-09-20","/api/v1/people/8475683",36,36,36,36,36,36
"516",8474551,"Ville","Leino","FIN","Savonlinna","LW","1983-10-06","/api/v1/people/8474551",19,19,0,0,0,0
"517",8475283,"Lane","MacDermid","USA","Hartford","LW","1989-08-25","/api/v1/people/8475283",15,15,0,0,0,0
"518",8467408,"Matt","Walker","CAN","Beaverlodge","D","1980-04-07","/api/v1/people/8467408",0,0,0,0,0,0
"519",8475080,"Johan","Backlund","SWE","Skellefteå","G","1981-07-24","/api/v1/people/8475080",0,0,0,0,0,0
"520",8474636,"Michael","Hutchinson","CAN","Barrie","G","1990-03-02","/api/v1/people/8474636",0,35,35,35,35,35
"521",8467361,"Blair","Betts","CAN","Edmonton","C","1980-02-16","/api/v1/people/8467361",0,0,0,0,0,0
"522",8459424,"Chris","Pronger","CAN","Dryden","D","1974-10-10","/api/v1/people/8459424",0,0,0,0,0,0
"523",8470597,"Nikolay","Zherdev","RUS","Kiev","RW","1984-11-05","/api/v1/people/8470597",0,0,0,0,0,0
"524",8470996,"Danny","Syvret","CAN","Millgrove","D","1985-06-13","/api/v1/people/8470996",0,0,0,0,0,0
"525",8474163,"Kevin","Marshall","CAN","Boucherville","D","1989-03-10","/api/v1/people/8474163",0,0,0,0,0,0
"526",8473550,"Andrew","Bodnarchuk","CAN","Drumheller","D","1988-07-11","/api/v1/people/8473550",0,0,0,27,0,0
"527",8474045,"Zach","Hamill","CAN","Vancouver","C","1988-09-23","/api/v1/people/8474045",0,0,0,0,0,0
"528",8466145,"Nick","Boynton","CAN","Nobleton","D","1979-01-14","/api/v1/people/8466145",0,0,0,0,0,0
"529",8473556,"Yury","Alexandrov","RUS","Cherepovets","D","1988-06-24","/api/v1/people/8473556",0,0,0,0,0,0
"530",8475614,"Mike","Testwuide","USA","Vail","RW","1987-02-05","/api/v1/people/8475614",0,0,0,0,0,0
"531",8458637,"Sean","O'Donnell","CAN","Ottawa","D","1971-10-13","/api/v1/people/8458637",0,0,0,0,0,0
"532",8467905,"Michael","Ryan","USA","Boston","C","1980-05-16","/api/v1/people/8467905",0,0,0,0,0,0
"533",8462052,"Brian","Boucher","USA","Woonsocket","G","1977-01-02","/api/v1/people/8462052",16,0,0,0,0,0
"534",8471346,"Kris","Versteeg","CAN","Lethbridge","RW","1986-05-13","/api/v1/people/8471346",33,11,11,14,21,21
"535",8473568,"Andreas","Nodl","AUT","Vienna","RW","1987-02-28","/api/v1/people/8473568",26,0,0,0,0,0
"536",8476406,"Nick","Shore","USA","Denver","C","1992-09-26","/api/v1/people/8476406",0,0,14,14,14,21
"537",8467890,"Barret","Jackman","CAN","Trail","D","1981-03-05","/api/v1/people/8467890",18,18,18,34,0,0
"538",8473534,"Patrik","Berglund","SWE","Västerås","C","1988-06-02","/api/v1/people/8473534",18,18,18,18,18,18
"539",8471710,"Taylor","Chorney","USA","Thunder Bay","D","1987-04-27","/api/v1/people/8471710",0,0,17,24,24,24
"540",8474031,"Kevin","Shattenkirk","USA","New Rochelle","D","1989-01-29","/api/v1/people/8474031",18,18,18,18,24,10
"541",8474596,"Jake","Allen","CAN","Fredericton","G","1990-08-07","/api/v1/people/8474596",18,0,18,18,18,18
"542",8469480,"Jeff","Woywitka","CAN","Vermilion","D","1983-09-01","/api/v1/people/8469480",0,0,0,0,0,0
"543",8470151,"Jay","Bouwmeester","CAN","Edmonton","D","1983-09-27","/api/v1/people/8470151",18,18,18,18,18,18
"544",8469685,"Andrew","Murray","CAN","Selkirk","C","1981-11-06","/api/v1/people/8469685",18,0,0,0,0,0
"545",8471729,"Kris","Russell","CAN","Caroline","D","1987-05-02","/api/v1/people/8471729",18,21,21,15,25,25
"546",8475768,"Jaden","Schwartz","CAN","Wilcox","LW","1992-06-25","/api/v1/people/8475768",18,18,18,18,18,18
"547",8470871,"Chris","Porter","CAN","Toronto","LW","1984-05-29","/api/v1/people/8470871",18,18,18,37,0,0
"548",8475765,"Vladimir","Tarasenko","RUS","Yaroslavl","RW","1991-12-13","/api/v1/people/8475765",18,18,18,18,18,18
"549",8474634,"Evgeny","Grachev","RUS","Khabarovsk","C","1990-02-21","/api/v1/people/8474634",0,0,0,0,0,0
"550",8471490,"Adam","Cracknell","CAN","Prince Albert","RW","1985-07-15","/api/v1/people/8471490",18,18,36,20,15,10
"551",8467917,"Jordan","Leopold","USA","Golden Valley","D","1980-08-03","/api/v1/people/8467917",18,18,37,0,0,0
"552",8471817,"Ryan","Reaves","CAN","Winnipeg","RW","1987-01-20","/api/v1/people/8471817",18,18,18,18,18,38
"553",8470880,"Brian","Elliott","CAN","Newmarket","G","1985-04-09","/api/v1/people/8470880",18,18,18,18,21,16
"554",8474565,"Alex","Pietrangelo","CAN","King City","D","1990-01-18","/api/v1/people/8474565",18,18,18,18,18,18
"555",8471698,"T.J.","Oshie","USA","Everett","RW","1986-12-23","/api/v1/people/8471698",18,18,18,24,24,24
"556",8473485,"Chris","Stewart","CAN","Toronto","RW","1987-10-30","/api/v1/people/8473485",18,18,37,32,37,37
"557",8474013,"Ian","Cole","USA","Ann Arbor","D","1989-02-21","/api/v1/people/8474013",18,18,17,17,17,36
"558",8468434,"Andy","McDonald","CAN","Strathroy","LW","1977-08-25","/api/v1/people/8468434",18,0,0,0,0,0
"559",8467344,"Robyn","Regehr","CAN","Recife","D","1980-04-19","/api/v1/people/8467344",14,14,14,0,0,0
"560",8475825,"Jani","Hakanpaa","FIN","Kirkkonummi","D","1992-03-31","/api/v1/people/8475825",0,0,0,0,0,0
"561",8470655,"David","Backes","USA","Minneapolis","RW","1984-05-01","/api/v1/people/8470655",18,18,18,18,6,6
"562",8476436,"Dmitrij","Jaskin","CZE","Omsk","RW","1993-03-23","/api/v1/people/8476436",18,18,18,18,18,18
"563",8470257,"Alexander","Steen","SWE","Winnipeg","LW","1984-03-01","/api/v1/people/8470257",18,18,18,18,18,18
"564",8471743,"Vladimir","Sobotka","CZE","Trebic","C","1987-07-02","/api/v1/people/8471743",18,18,0,0,18,18
"565",8471392,"Roman","Polak","CZE","Ostrava","D","1986-04-28","/api/v1/people/8471392",18,18,5,29,5,5
"566",8474184,"Keaton","Ellerby","CAN","Strathmore","D","1988-11-05","/api/v1/people/8474184",14,35,35,0,0,0
"567",8474102,"David","Perron","CAN","Sherbrooke","LW","1988-05-28","/api/v1/people/8474102",18,25,17,17,18,38
"568",8475234,"J-F","Berube","CAN","Repentigny","G","1991-07-13","/api/v1/people/8475234",0,0,0,22,22,11
"569",8474626,"Robert","Czarnik","USA","Detroit","C","1990-01-25","/api/v1/people/8474626",0,0,0,0,0,0
"570",8476772,"Brian","O'Neill","USA","Yardley","RW","1988-06-01","/api/v1/people/8476772",0,0,0,23,0,0
"571",8475295,"Brandon","Kozun","USA","Los Angeles","RW","1990-03-08","/api/v1/people/8475295",0,0,5,0,0,0
"572",8475738,"Jordan","Weal","CAN","North Vancouver","C","1992-04-15","/api/v1/people/8475738",0,0,0,16,16,16
"573",8476871,"Tanner","Pearson","CAN","Kitchener","LW","1992-08-10","/api/v1/people/8476871",14,14,14,14,14,14
"574",8475235,"Nicolas","Deslauriers","CAN","LaSalle","LW","1991-02-22","/api/v1/people/8475235",0,19,19,19,19,1
"575",8471476,"Daniel","Winnik","CAN","Toronto","LW","1985-03-06","/api/v1/people/8471476",32,32,17,24,24,37
"576",8470860,"Jaroslav","Halak","SVK","Bratislava","G","1985-05-13","/api/v1/people/8470860",18,24,22,22,22,22
"577",8468213,"Jim","Vandermeer","CAN","Caroline","D","1980-02-21","/api/v1/people/8468213",0,0,0,0,0,0
"578",8474001,"TJ","Galiardi","CAN","Calgary","LW","1988-04-22","/api/v1/people/8474001",29,21,35,0,0,0
"579",8470647,"B.J.","Crombeen","USA","Denver","RW","1985-07-10","/api/v1/people/8470647",31,31,28,0,0,0
"580",8459457,"Jamie","Langenbrunner","USA","Cloquet","RW","1975-07-24","/api/v1/people/8459457",18,0,0,0,0,0
"581",8471851,"Matt","D'Agostini","CAN","Sault Ste. Marie","RW","1986-10-23","/api/v1/people/8471851",18,17,0,0,0,0
"582",8468515,"Brad","Winchester","USA","Madison","LW","1981-03-01","/api/v1/people/8468515",0,0,0,0,0,0
"583",8465005,"Colin","White","CAN","New Glasgow","D","1977-12-12","/api/v1/people/8465005",0,0,0,0,0,0
"584",8470613,"Brent","Burns","CAN","Barrie","D","1985-03-09","/api/v1/people/8470613",29,29,29,29,29,29
"585",8467899,"Martin","Havlat","CZE","Mlada Boleslav","RW","1981-04-19","/api/v1/people/8467899",29,29,23,18,0,0
"586",8471842,"Tim","Kennedy","USA","Buffalo","LW","1986-04-30","/api/v1/people/8471842",29,28,0,0,0,0
"587",8471774,"Alex","Stalock","USA","St. Paul","G","1987-07-28","/api/v1/people/8471774",29,29,29,29,37,37
"588",8474531,"Mike","Moore","CAN","Lloydminster","D","1984-12-12","/api/v1/people/8474531",0,0,0,0,0,0
"589",8471677,"Jack","Johnson","USA","Indianapolis","D","1987-01-13","/api/v1/people/8471677",36,36,36,36,36,36
"590",8460496,"Ryan","Smyth","CAN","Banff","LW","1976-02-21","/api/v1/people/8460496",25,25,0,0,0,0
"591",8474114,"Oscar","Moller","SWE","Stockholm","RW","1989-01-22","/api/v1/people/8474114",0,0,0,0,0,0
"592",8467511,"Antero","Niittymaki","FIN","Turku","G","1980-06-18","/api/v1/people/8467511",0,0,0,0,0,0
"593",8471386,"Scott","Parse","USA","Portage","LW","1984-09-05","/api/v1/people/8471386",0,0,0,0,0,0
"594",8468700,"Paul","Gaustad","USA","Fargo","C","1982-02-03","/api/v1/people/8468700",34,34,34,34,0,0
"595",8472368,"Chris","Conner","USA","Westland","RW","1983-12-23","/api/v1/people/8472368",28,17,24,0,0,0
"596",8459628,"Hal","Gill","USA","Concord","D","1975-04-06","/api/v1/people/8459628",34,16,0,0,0,0
"597",8474519,"Jack","Hillen","USA","Minnetonka","D","1986-01-24","/api/v1/people/8474519",24,24,24,0,0,0
"598",8475772,"Riley","Sheahan","CAN","St. Catharines","C","1991-12-07","/api/v1/people/8475772",12,12,12,12,12,17
"599",8471450,"Brandon","Yip","CAN","Vancouver","RW","1985-04-25","/api/v1/people/8471450",34,28,0,0,0,0
"600",8475176,"Ryan","Ellis","CAN","Hamilton","D","1991-01-03","/api/v1/people/8475176",34,34,34,34,34,34
"601",8469732,"Joey","MacDonald","CAN","Pictou","G","1980-02-07","/api/v1/people/8469732",21,21,0,0,0,0
"602",8470603,"Andrei","Kostitsyn","BLR","Novopolotsk","LW","1985-02-03","/api/v1/people/8470603",0,0,0,0,0,0
"603",8474600,"Roman","Josi","CHE","Bern","D","1990-06-01","/api/v1/people/8474600",34,34,34,34,34,34
"604",8475268,"Gabriel","Bourque","CAN","Rimouski","LW","1990-09-23","/api/v1/people/8475268",34,34,34,34,27,27
"605",8475225,"Craig","Smith","USA","Madison","RW","1989-09-05","/api/v1/people/8475225",34,34,34,34,34,34
"606",8471228,"Alexander","Radulov","RUS","Nizhny Tagil","RW","1986-07-05","/api/v1/people/8471228",0,0,0,0,1,15
"607",8467977,"Brian","McGrattan","CAN","Hamilton","RW","1981-09-02","/api/v1/people/8467977",21,21,21,0,0,0
"608",8474552,"Fabian","Brunnstrom","SWE","Jonstorp","LW","1985-02-06","/api/v1/people/8474552",0,0,0,0,0,0
"609",8474591,"Tom","McCollum","USA","Amherst","G","1989-12-07","/api/v1/people/8474591",0,0,12,0,0,0
"610",8475802,"Louis-Marc","Aubry","CAN","Arthabaska","C","1991-11-11","/api/v1/people/8475802",0,0,0,0,0,0
"611",8474873,"Brian","Lashoff","USA","Albany","D","1990-07-16","/api/v1/people/8474873",12,12,12,0,12,12
"612",8474874,"Travis","Ehrhardt","CAN","Calgary","D","1989-04-12","/api/v1/people/8474874",0,0,0,0,0,0
"613",8468090,"Garnet","Exelby","CAN","Craik","D","1981-08-16","/api/v1/people/8468090",0,0,0,0,0,0
"614",8474815,"Francis","Pare","CAN","Lemoyne","C","1987-06-30","/api/v1/people/8474815",0,0,0,0,0,0
"615",8467332,"Bryan","Allen","CAN","Kingston","D","1980-08-21","/api/v1/people/8467332",32,32,32,0,0,0
"616",8462041,"Radek","Dvorak","CZE","Tabor","RW","1977-03-09","/api/v1/people/8462041",32,26,0,0,0,0
"617",8475758,"Devante","Smith-Pelly","CAN","Scarborough","RW","1992-06-14","/api/v1/people/8475758",32,32,1,23,23,24
"618",8473972,"Jonas","Hiller","CHE","Felben Wellhausen","G","1982-02-12","/api/v1/people/8473972",32,32,21,21,0,0
"619",8473933,"Ben","Lovejoy","USA","Concord","D","1984-02-20","/api/v1/people/8473933",32,32,17,17,23,23
"620",8471676,"Bobby","Ryan","USA","Cherry Hill","RW","1987-03-17","/api/v1/people/8471676",32,30,30,30,30,30
"621",8470621,"Corey","Perry","CAN","Peterborough","RW","1985-05-16","/api/v1/people/8470621",32,32,32,32,32,32
"622",8472370,"Jordan","Hendry","CAN","Lanigan","D","1984-02-23","/api/v1/people/8472370",32,0,0,0,0,0
"623",8475883,"Frederik","Andersen","DNK","Herning","G","1989-10-02","/api/v1/people/8475883",0,32,32,32,5,5
"624",8475162,"Mat","Clark","USA","Wheat Ridge","D","1990-10-17","/api/v1/people/8475162",0,0,32,0,0,0
"625",8469483,"David","Steckel","USA","Milwaukee","C","1982-03-15","/api/v1/people/8469483",32,32,0,0,0,0
"626",8474034,"Patrick","Maroon","USA","St. Louis","LW","1988-04-23","/api/v1/people/8474034",32,32,32,25,25,23
"627",8467400,"Francois","Beauchemin","CAN","Sorel","D","1980-06-04","/api/v1/people/8467400",32,32,32,27,27,32
"628",8470317,"Nate","Guenin","USA","Aliquippa","D","1982-12-10","/api/v1/people/8470317",0,27,27,27,0,0
"629",8468695,"Matthew","Lombardi","CAN","Montreal","C","1982-03-18","/api/v1/people/8468695",28,0,0,0,0,0
"630",8471521,"Brad","Staubitz","CAN","Edmonton","RW","1984-07-28","/api/v1/people/8471521",32,0,0,0,0,0
"631",8475764,"Cam","Fowler","USA","Windsor","D","1991-12-05","/api/v1/people/8475764",32,32,32,32,32,32
"632",8476854,"Hampus","Lindholm","SWE","Helsingborg","D","1994-01-20","/api/v1/people/8476854",0,32,32,32,32,32
"633",8476384,"Max","Friberg","SWE","Skovde","RW","1992-11-20","/api/v1/people/8476384",0,0,32,32,0,0
"634",8475770,"Emerson","Etem","USA","Long Beach","RW","1992-06-16","/api/v1/people/8475770",32,32,32,20,32,0
"635",8460561,"Sheldon","Souray","CAN","Elk Point","D","1976-07-13","/api/v1/people/8460561",32,0,0,0,0,0
"636",8474009,"Nick","Bonino","USA","Hartford","C","1988-04-20","/api/v1/people/8474009",32,32,20,17,17,34
"637",8471699,"Andrew","Cogliano","CAN","Toronto","LW","1987-06-14","/api/v1/people/8471699",32,32,32,32,32,32
"638",8475222,"Sami","Vatanen","FIN","Jyväskylä","D","1991-06-03","/api/v1/people/8475222",32,32,32,32,32,23
"639",8476434,"John","Gibson","USA","Pittsburgh","G","1993-07-14","/api/v1/people/8476434",0,32,32,32,32,32
"640",8475180,"Peter","Holland","CAN","Toronto","C","1991-01-14","/api/v1/people/8475180",32,32,5,5,28,10
"641",8459442,"Saku","Koivu","FIN","Turku","C","1974-11-23","/api/v1/people/8459442",32,32,0,0,0,0
"642",8465042,"Toni","Lydman","FIN","Lahti","D","1977-09-25","/api/v1/people/8465042",32,0,0,0,0,0
"643",8457981,"Teemu","Selanne","FIN","Helsinki","RW","1970-07-03","/api/v1/people/8457981",32,32,0,0,0,0
"644",8470612,"Ryan","Getzlaf","CAN","Regina","C","1985-05-10","/api/v1/people/8470612",32,32,32,32,32,32
"645",8474579,"Luca","Sbisa","CHE","Ozieri","D","1990-01-30","/api/v1/people/8474579",32,32,20,20,20,38
"646",8473492,"Matt","Beleskey","CAN","Windsor","LW","1988-06-07","/api/v1/people/8473492",32,32,32,6,6,10
"647",8477215,"Danny","DeKeyser","USA","Detroit","D","1990-03-07","/api/v1/people/8477215",12,12,12,12,12,12
"648",8475151,"Kyle","Palmieri","USA","Smithtown","RW","1991-02-01","/api/v1/people/8475151",32,32,32,23,23,23
"649",8476483,"Rickard","Rakell","SWE","Sundbyberg","C","1993-05-05","/api/v1/people/8476483",32,32,32,32,32,32
"650",8475251,"Igor","Bobkov","RUS","Surgut","G","1991-01-02","/api/v1/people/8475251",0,0,0,0,0,0
"651",8471428,"Pierre-Luc","Letourneau-Leblond","CAN","Levis","RW","1985-06-04","/api/v1/people/8471428",0,17,0,0,0,0
"652",8466285,"Brian","Campbell","CAN","Strathroy","D","1979-05-23","/api/v1/people/8466285",33,33,33,33,11,0
"653",8458543,"Jassen","Cullimore","CAN","Simcoe","D","1972-12-04","/api/v1/people/8458543",0,0,0,0,0,0
"654",8460527,"Ryan","Johnson","CAN","Thunder Bay","C","1976-06-14","/api/v1/people/8460527",0,0,0,0,0,0
"655",8470084,"Hannu","Toivonen","FIN","Kalvola","G","1984-05-18","/api/v1/people/8470084",0,0,0,0,0,0
"656",8470329,"Chris","Campoli","CAN","Mississauga","D","1984-07-09","/api/v1/people/8470329",0,0,0,0,0,0
"657",8465170,"Fernando","Pisani","CAN","Edmonton","RW","1976-12-27","/api/v1/people/8465170",0,0,0,0,0,0
"658",8468518,"Tomas","Kopecky","SVK","Ilava","RW","1982-02-05","/api/v1/people/8468518",33,33,33,0,0,0
"659",8468510,"Jeff","Taffe","USA","Hastings","LW","1981-02-19","/api/v1/people/8468510",0,0,0,0,0,0
"660",8471426,"Troy","Brouwer","CAN","Vancouver","RW","1985-08-17","/api/v1/people/8471426",24,24,24,18,21,21
"661",8473722,"John","Scott","CAN","Edmonton","LW","1982-09-26","/api/v1/people/8473722",19,19,29,28,0,0
"662",8475095,"Alec","Richards","USA","Robbinsdale","G","1987-06-29","/api/v1/people/8475095",0,0,0,0,0,0
"663",8475074,"Brian","Connelly","USA","Bloomington","D","1986-06-10","/api/v1/people/8475074",0,0,0,0,0,0
"664",8473970,"Rob","Klinkhammer","CAN","Lethbridge","LW","1986-08-12","/api/v1/people/8473970",28,28,28,25,0,0
"665",8471239,"Cory","Schneider","USA","Marblehead","G","1986-03-18","/api/v1/people/8471239",20,23,23,23,23,23
"666",8474628,"Michael","Stone","CAN","Winnipeg","D","1990-06-07","/api/v1/people/8474628",28,28,28,28,21,21
"667",8475839,"Louis","Domingue","CAN","St-Hyacinthe","G","1992-03-06","/api/v1/people/8475839",0,0,28,28,28,31
"668",8471232,"Lauri","Korpikoski","FIN","Turku","LW","1986-07-28","/api/v1/people/8471232",28,28,28,25,15,0
"669",8476206,"Andy","Miele","USA","Grosse Pointe Woods","C","1988-04-15","/api/v1/people/8476206",28,28,0,0,0,0
"670",8474107,"Maxim","Goncharov","RUS","Moscow","D","1989-06-15","/api/v1/people/8474107",0,0,0,0,0,0
"671",8471680,"Gilbert","Brule","CAN","Edmonton","C","1987-01-01","/api/v1/people/8471680",0,28,0,0,0,0
"672",8462036,"Daymond","Langkow","CAN","Edmonton","C","1976-09-27","/api/v1/people/8462036",0,0,0,0,0,0
"673",8462038,"Shane","Doan","CAN","Halkirk","RW","1976-10-10","/api/v1/people/8462038",28,28,28,28,28,0
"674",8468535,"Antoine","Vermette","CAN","St. Agapit","C","1982-07-20","/api/v1/people/8468535",28,28,11,28,32,32
"675",8470713,"Paul","Bissonnette","CAN","Welland","LW","1985-03-11","/api/v1/people/8470713",28,28,0,0,0,0
"676",8470719,"Alexandre","Bolduc","CAN","Montreal","C","1985-06-26","/api/v1/people/8470719",28,0,28,0,0,0
"677",8473589,"Chris","Summers","USA","Ann Arbor","D","1988-02-05","/api/v1/people/8473589",28,28,28,10,0,0
"678",8458537,"Ray","Whitney","CAN","Fort Saskatchewan","LW","1972-05-08","/api/v1/people/8458537",15,15,0,0,0,0
"679",8473673,"David","Schlemko","CAN","Edmonton","D","1987-05-07","/api/v1/people/8473673",28,28,28,23,29,1
"680",8471691,"Martin","Hanzal","CZE","Pisek","C","1987-02-20","/api/v1/people/8471691",28,28,28,28,37,15
"681",8464966,"Derek","Morris","CAN","Edmonton","D","1978-08-24","/api/v1/people/8464966",28,28,0,0,0,0
"682",8475171,"Oliver","Ekman-Larsson","SWE","Karlskrona","D","1991-07-17","/api/v1/people/8475171",28,28,28,28,28,28
"683",8459053,"Adrian","Aucoin","CAN","Ottawa","D","1973-07-03","/api/v1/people/8459053",36,0,0,0,0,0
"684",8471735,"Keith","Yandle","USA","Boston","D","1986-09-09","/api/v1/people/8471735",28,28,10,10,33,33
"685",8468484,"Rostislav","Klesla","CZE","Novy Jicin","D","1982-03-21","/api/v1/people/8468484",28,28,0,0,0,0
"686",8468085,"Radim","Vrbata","CZE","Mlada Boleslav","RW","1981-06-13","/api/v1/people/8468085",28,28,20,20,28,33
"687",8474720,"Brett","Hextall","USA","Philadelphia","C","1988-04-02","/api/v1/people/8474720",0,0,0,0,0,0
"688",8475216,"Ethan","Werek","CAN","Markham","C","1991-06-07","/api/v1/people/8475216",0,0,0,0,0,0
"689",8475224,"Jordan","Szwarz","CAN","Burlington","RW","1991-05-14","/api/v1/people/8475224",0,28,28,0,0,6
"690",8476473,"Connor","Murphy","USA","Dublin","D","1993-03-26","/api/v1/people/8476473",0,28,28,28,28,11
"691",8474571,"Mikkel","Boedker","DNK","Brondby","LW","1989-12-16","/api/v1/people/8474571",28,28,28,27,29,29
"692",8475182,"David","Rundblad","SWE","Lycksele","D","1990-10-08","/api/v1/people/8475182",28,28,11,11,0,0
"693",8474050,"Brett","MacLean","CAN","London","LW","1988-12-24","/api/v1/people/8474050",0,0,0,0,0,0
"694",8471821,"Matt","Watkins","CAN","Aylesbury","RW","1986-11-22","/api/v1/people/8471821",0,0,0,0,0,0
"695",8471302,"Justin","Pogge","CAN","Fort McMurray","G","1986-04-22","/api/v1/people/8471302",0,0,0,0,0,0
